idx,lat,long,pnp_ssi,rp_ssi,weight,lon1,lat1,hit@1
0,0.8192198727182461,0.3188523427947894,589.4617838064756,100.00423550450898,100,18.26889353,46.9378412,1
1,0.8521728859427002,0.074376871930453,589.4617838064756,68.35571397406756,100,4.261480855,48.82590978,1
2,0.8444834094447078,0.2851430564142977,589.4617838064756,25.77537644791457,100,16.33749369,48.38533523,1
3,0.927396805167255,0.1973733878150291,585.7062015666928,47.41404058164751,100,11.30866211,53.13592287,1
4,0.8210188556603749,0.3239916736931982,589.4617838064756,108.8257090123088,100,18.5633555,47.04091533,1
5,0.9955380987002028,0.1602567995414648,544.2200645231302,45.94170062134212,100,9.182038252,57.0401314,-1
6,0.6807870223860681,-0.0340701015256155,589.4617838064756,16.848884173573634,100,-1.952073025,39.00622313,1
7,0.7705898655226237,0.4988325302996202,589.4617838064756,97.27117129139948,100,28.58099867,44.15154703,1
8,0.6814551709011128,-0.0349108200115033,589.4617838064756,17.70530997661411,100,-2.000242646,39.04450522,1
9,0.8411960566658352,0.2044402596412087,589.461783806041,150.4004915098049,100,11.71356404,48.19698379,1
10,0.821519198970888,0.3243240116099143,589.4617838064756,110.9902558559415,100,18.58239706,47.06958289,1
11,0.8324533455227636,0.2955296689197463,589.4617838064756,52.15897109979184,100,16.93260275,47.69606334,1
12,0.8257550907252637,0.2923651833059568,589.4617838064756,59.16668004395352,100,16.75129108,47.31228161,1
13,0.8530044625510457,0.0755970966414902,589.4617838064756,65.93191911835424,100,4.331394581,48.87355561,1
14,0.8540913066524647,0.0805036819849326,589.4617838064756,77.88279056882821,100,4.612521213,48.93582719,1
15,0.8563115764713081,0.0438487336999465,589.4617838064756,48.581300045601296,100,2.512347378,49.06303928,1
16,0.8519190264067341,0.0768833246782895,589.4617838064756,70.91024425054898,100,4.405090019,48.8113647,1
17,0.8456746006734512,0.070082114670997,589.4617838064756,117.97139542002566,100,4.01540939,48.45358546,1
18,0.6786367249113323,-0.0330375591725354,589.4617838064756,20.07739262201227,100,-1.892912706,38.88302016,1
19,0.821616451334803,0.324480031304139,589.4617838064756,109.4566719239208,100,18.59133633,47.07515504,1
20,0.8208856730758137,0.0411820807230878,583.2821402167643,36.554643485898296,100,2.359559417,47.03328453,1
21,0.845700909242997,0.1314205980438875,589.4617838064756,47.0513440375739,100,7.529845609,48.45509283,1
22,0.91782645068984,-0.0014838473744927,589.2644659184647,61.52009023512132,100,-0.085018192,52.58758195,1
23,0.8048632815872682,-0.0046050721229781,571.947040682412,27.789476320450586,100,-0.263851197,46.11526912,1
24,0.8542372118146083,0.0495092633716992,589.4617838064756,36.23844100161734,100,2.836671838,48.94418694,1
25,0.8904210685946113,0.3918133520615453,589.461781515358,9.235247462120617,100,22.44925143,51.01736922,1
26,0.8548150538525623,0.0739970666431363,589.4617838064756,60.63382668870205,100,4.239719615,48.97729485,1
27,0.6531675791487408,-0.0955779140372742,589.4617838064756,125.45485285271302,100,-5.476211089,37.4237456,1
28,0.7737539563429362,0.4575947466429634,566.3203995149532,39.779162142727365,100,26.21824771,44.33283608,1
29,0.8455751664734384,0.0697733617898889,589.4617838064756,121.6210353288273,100,3.997719153,48.4478883,1
