idx,lat,long,pnp_ssi,rp_ssi,weight
0,0.7161462604148904,-1.4219633687320268,2.8618671421151114,2.8618671421151114,6.0
1,0.6696981977440204,1.9901162139519308,,,
2,-0.3714018495889597,-0.8408452159883745,5.189900176497923,5.189900176497923,5.0
3,0.7601601387516743,0.0659777054742201,3.7821114782593908,3.5845711980224744,10.0
4,0.7390818334373318,-0.06431438959676983,2.7004782286585995,2.863890018251797,12.0
5,0.6747909126134882,-1.5823076424756646,,,
6,0.6861282771886399,-0.005567918916089333,5.763416262557565,5.3721658605110045,13.0
7,0.8863615393626738,-0.028100431020968677,1.670653017407009,1.670653017407009,5.0
8,0.6106958990623204,-1.6054434358549001,,,
9,0.9934590970475102,0.4194978723434942,,,
10,-0.11933780044023633,0.685606699274083,,,
11,0.6055981814694986,2.3532562702845143,,,
12,-0.5828447725678475,-1.2325328889866243,,,
13,0.7364162335921438,0.430644188707934,,,
14,0.7267628197342573,-0.015136720494429726,7.377433188268531,6.147365284200445,11.0
15,0.8652955976684098,0.03268444028224472,1.725334931097527,1.7253349310975266,6.0
16,1.0693841170825278,1.2809851822379772,,,
17,0.7608780510062867,0.06862464624819757,3.579464200108757,3.422467816358653,10.0
18,0.7958660818743579,-1.2858778660056736,,,
19,0.637967007154583,0.05027605915270378,10.00358311844647,10.00358311844647,6.0
20,0.8435550772481303,0.285051443755484,1.609963138210829,2.0825459322148587,7.0
21,-0.0356338514065216,0.5989147202223647,,,
22,0.5765340206134587,-1.6905511181021446,,,
23,0.7869791688296078,0.2053650012443474,2.236809464836572,1.8576665123086622,10.0
24,1.0231622386822516,0.8665381116660377,,,
25,0.524246890856011,0.5455823939645772,,,
26,0.21154131898115414,-1.2028694449428528,,,
27,0.3946957049233698,1.9965304996658744,,,
28,-0.3725229345406251,-0.8158136737633185,5.00009193786156,5.00009193786156,5.0
29,0.7592161979010633,-1.4058399202267307,1.5543165128960097,1.55431651289601,6.0
30,0.6193146179404362,2.436807272038903,,,
31,0.5839852736755263,0.770453928284904,,,
32,0.6703590850008446,-0.15153699566837284,1.6991508867251923,5.923833092265374,5.0
33,0.5603700054812774,0.41780443871147877,,,
34,0.701471417381155,0.31502646452394845,,,
35,-0.7006353385755764,-1.2447326645362424,,,
36,0.9408386102730594,1.5139881289858972,,,
37,0.6459432525924456,2.118315956802499,,,
38,0.842453380763914,-0.03593874332122208,1.5832980946944935,1.747000164331222,6.0
39,0.545381990535012,2.124375854284489,,,
40,0.7831621744365032,-1.1089361394104527,,,
41,-0.39026397021257814,-0.8570836674992327,,,
42,-0.6041252160749362,-1.0188936314545647,,,
43,0.5902128699467061,0.050058529570142556,4.635123898088834,4.635123898088834,5.0
44,0.2770701502451028,-1.6945727455864537,,,
45,0.9006320225875911,0.36616548021149975,1.4574783014979196,1.3669964848441105,5.0
46,0.7661732662137299,0.0838930699087964,2.8059742672228505,5.480653069774811,10.0
47,0.7182324496327667,0.29091021346509865,2.7753349310975257,2.775334931097526,6.0
48,-0.7179614297499416,-1.2444218336137667,,,
49,0.5849976160521017,-1.5159610406062756,,,
50,0.6119106592836151,0.6404680820894846,,,
51,0.2558257060064129,-1.5777329299513858,,,
52,0.7705903899539213,-1.3361523894184915,1.4705287276342833,1.4705287276342833,5.0
