idx,lat,long,pnp_ssi,rp_ssi,weight
0,0.8192198727182461,0.31885234279478947,589.4617838064756,427.93465341649915,100.0
1,0.8521728859427002,0.07437687193045307,589.4617838064756,589.4617838064756,100.0
2,0.8444834094447078,0.28514305641429777,589.4617838064756,433.9721469542026,100.0
3,0.927396805167255,0.19737338781502917,506.3395289915741,243.6993430493905,100.0
4,0.8210188556603749,0.3239916736931982,577.4000548418759,363.9067187342815,100.0
5,0.9955380987002027,0.16025679954146482,465.6845138451848,332.078480813473,100.0
6,0.6807870223860681,-0.034070101525615584,589.4617838064756,210.55748028649154,100.0
7,0.7705898655226237,0.49883253029962027,589.4617838064756,450.23380420104814,100.0
8,0.6814551709011128,-0.034910820011503384,589.4617838064756,210.822686440173,100.0
9,0.8411960566658352,0.20444025964120877,589.4617705553081,478.44775264787404,100.0
10,0.821519198970888,0.3243240116099143,581.2954188460511,361.84947440991766,100.0
11,0.8324533455227636,0.2955296689197463,589.4617838064756,482.90864050260325,100.0
12,0.8257550907252637,0.29236518330595684,589.4617838064756,558.0446041847174,100.0
13,0.8530044625510457,0.07559709664149022,589.4617838064756,589.4617838064756,100.0
14,0.8540913066524647,0.08050368198493267,589.4617838064756,589.4617838064756,100.0
15,0.8563115764713081,0.04384873369994655,589.4617838064756,461.8614795435762,100.0
16,0.8519190264067341,0.07688332467828957,589.4617838064756,589.4617838064756,100.0
17,0.8456746006734512,0.07008211467099708,589.4617838064756,589.4617838064756,100.0
18,0.6786367249113323,-0.033037559172535425,589.4617838064756,245.01610316547143,100.0
19,0.821616451334803,0.32448003130413905,581.2954188460511,361.84947440991755,100.0
20,0.8208856730758137,0.041182080723087856,478.7905497476572,295.43384479101826,100.0
21,0.845700909242997,0.13142059804388756,571.7464504432928,571.7464504432928,100.0
22,0.9178264506898401,-0.0014838473744927029,495.6638349392014,203.29378354917495,100.0
23,0.8048632815872682,-0.004605072122978184,478.90925969749236,224.99407812287262,100.0
24,0.8542372118146083,0.0495092633716992,589.4617838064756,518.0102587519381,100.0
25,0.8904210685946113,0.39181335206154533,565.9329812971408,484.47002705314577,100.0
26,0.8548150538525623,0.07399706664313638,589.4617838064756,589.4617838064756,100.0
27,0.6531675791487408,-0.09557791403727423,589.4617838064756,386.3333254682651,100.0
28,0.7737539563429362,0.4575947466429634,515.6388158563908,240.51206174547332,100.0
29,0.8455751664734384,0.06977336178988894,589.4617838064756,589.4617838064756,100.0
30,0.8465627872106181,0.0740844018891619,589.4617838064756,589.4617838064756,100.0
31,0.8401307986220719,0.18816229749589847,582.6159627447315,510.2904579351283,100.0
32,0.9313600691620862,0.26260737209386403,377.9749948693816,278.4161453859196,100.0
33,0.8537256151446772,0.07929710660385744,589.4617838064756,589.4617838064756,100.0
34,0.8542649245015373,0.07749130216452041,589.4617838064756,589.4617838064756,100.0
35,0.8487184028781175,0.2789052285491861,589.4617838064756,411.1952597561287,100.0
36,0.8215098331850558,0.3246223368992333,587.4507040784557,367.11428759592854,100.0
37,0.8201116774974853,0.31980216406369416,589.4617837417356,437.5517680183934,100.0
38,0.7410873914422414,0.4572364907613882,500.92665839008845,404.8090212023364,100.0
39,0.8209954928575406,0.32473708636343246,567.0368871042009,350.22137443400595,100.0
