idx,lat,long,sri-dir,sri-lag,sri-scale,weight,lon1,lat1,hit@1
0,0.8192198727182461,0.3188523427947894,0.0021657525757838,0.0058011211471913,0.0023128286898427,353,18.26889353,46.9378412,1
1,0.8521728859427002,0.074376871930453,0.0026918630328004,0.0035599134623478,0.0085083753945565,820,4.261480855,48.82590978,1
2,0.8444834094447078,0.2851430564142977,0.0099327624160307,0.0173864268061307,0.004251885739996,454,16.33749369,48.38533523,1
3,0.927396805167255,0.1973733878150291,0.0082426589236698,0.013297001031159,0.0,414,11.30866211,53.13592287,1
4,0.8210188556603749,0.3239916736931982,0.000986241221237,0.0077294261330146,0.0020178120472942,357,18.5633555,47.04091533,1
5,0.9955380987002028,0.1602567995414648,0.0056036943970811,0.0110646507825161,0.0,170,9.182038252,57.0401314,0
6,0.6807870223860681,-0.0340701015256155,0.0041793484041108,0.0028454127090346,0.0114131401098678,246,-1.952073025,39.00622313,1
7,0.7705898655226237,0.4988325302996202,0.0021483421303924,0.0115778160767972,0.0004022108791862,181,28.58099867,44.15154703,1
8,0.6814551709011128,-0.0349108200115033,0.0092715041496131,0.0027800778919083,0.0085340941541749,250,-2.000242646,39.04450522,1
9,0.8411960566658352,0.2044402596412087,0.0057617603613322,0.0076121804507738,0.0011499486515281,654,11.71356404,48.19698379,1
10,0.821519198970888,0.3243240116099143,0.0004601233066643,0.0080911938585817,0.0046550299338778,358,18.58239706,47.06958289,1
11,0.8324533455227636,0.2955296689197463,0.002302967570657,0.0049502770532033,0.0005353967584315,420,16.93260275,47.69606334,1
12,0.8257550907252637,0.2923651833059568,0.0028656703028337,0.0180174907435466,0.0004629756832616,394,16.75129108,47.31228161,1
13,0.8530044625510457,0.0755970966414902,0.0012685792641499,0.0099954351242471,0.0029101265659205,841,4.331394581,48.87355561,1
14,0.8540913066524647,0.0805036819849326,0.0015047909468985,0.0035592096777895,0.0021708958684829,899,4.612521213,48.93582719,1
15,0.8563115764713081,0.0438487336999465,0.0015982598577936,0.0082007887442138,0.0061036688406288,618,2.512347378,49.06303928,1
