idx,lat,long,sri-dir,sri-lag,sri-scale,weight,lon1,lat1,hit@1
69,0.9272282433904177,-0.0200901289303023,0.0,0.0,0.0,2,-1.15107959758,53.1262649916,0
70,-0.0182527039848757,-1.404450044442218,0.0,0.0,0.0,1,-80.4690600835,-1.045802903035,0
71,0.4805069508264663,-1.7368605410587583,0.0,0.0,0.0,1,-99.51477860547548,27.5310203090567,0
72,0.8282761003753899,0.3331142951663458,0.0,0.0,0.0,2,19.086043208506773,47.45672482306398,1
73,0.9742916708499272,-0.0647637141921202,0.0,0.0,0.0,1,-3.7106874888,55.82280075445001,0
74,0.7653636882222234,1.528627197226665,0.0,0.0,0.0,1,87.58388685,43.8521091277,0
75,0.8134886334360399,0.550482591702909,0.0,0.0,0.0,1,31.540329199999995,46.60946537774999,0
76,0.7047803215823599,-0.0641226548346215,0.0,0.0,0.0,5,-3.673957493197957,40.38093791054215,0
77,0.7264236883680208,-1.5268610146450137,0.0,0.0,0.0,2,-87.48269204222186,41.62101148181414,0
78,0.7072180398330726,-0.0658884918240448,0.0,0.0,0.0,5,-3.7751325,40.52060887795,0
79,-0.2747481199876002,-0.8360621252797007,0.0,0.0,0.0,1,-47.90283118926474,-15.74190770444343,0
80,0.2582525120462224,0.7496854980425279,0.0,0.0,0.0,1,42.95381499999999,14.7967789889,0
81,0.8437486137563031,-2.1409419016455047,0.0,0.0,0.0,1,-122.666935147,48.34323453825,0
82,0.5874213208263476,-1.957064892962964,0.0,0.0,0.0,1,-112.1315586,33.65676247935,0
83,0.1739318364472128,-1.4673955997928791,0.0,0.0,0.0,1,-84.0755747442,9.965560151385,0
84,0.7894065615343051,0.1642813018285372,0.0,0.0,0.0,3,9.41262524769,45.22966429585,0
85,0.7223829467214853,-0.1489096749468648,0.0,0.0,0.0,1,-8.531895903120326,41.38949403936492,0
86,0.6701666949066355,-0.0090905876352149,0.0,0.0,0.0,2,-0.5208523047916309,38.3977231883817,0
87,0.4051349630036867,1.3526184108291015,0.0,0.0,0.0,1,77.4993262322,23.2125235133,0
88,0.7551026853936337,-0.0514770722460728,0.0,0.0,0.0,5,-2.94941898139,43.26419697205,1
89,-0.379998897502241,-0.8022726702685306,0.0,0.0,0.0,3,-45.96683802507753,-21.77233304650277,0
90,-0.4775218162587331,-1.2278706047949015,0.0,0.0,0.0,1,-70.35180344292371,-27.35998469704698,0
91,0.9380192840017436,1.0829761945472276,0.0,0.0,0.0,1,62.0499652606949,53.74454607518325,0
92,0.7111614428789883,0.2535260054247676,0.0,0.0,0.0,3,14.52597010765,40.7465492294,0
93,1.0690493649364583,1.18100029732207,0.0,0.0,0.0,2,67.66633264024999,61.252016702,0
94,-0.6006348082051861,2.6321728022884243,0.0,0.0,0.0,1,150.8123925202496,-34.41383953880683,0
95,0.3896470529046997,1.2192010502012631,0.0,0.0,0.0,1,69.85507455445,22.32513163115,0
96,0.6370069362834391,0.068723176182653,0.0,0.0,0.0,4,3.93754795,36.4978089696,0
97,0.7516019880761929,0.7796008094886727,0.0,0.0,0.0,1,44.66783608868349,43.06362179040788,1
98,0.8042229064817749,0.2522853922512655,0.0,0.0,0.0,3,14.454888208799998,46.07857832915,0
99,0.5129704630746268,0.8378277194456368,0.0,0.0,0.0,1,48.003992283305806,29.391042549047555,0
