index,hit@1,hit@3,lon,lat
1486,-1,-1,117.0675591,28.92566113
1487,1,1,117.0675591,28.92566113
1488,1,1,-143.8411267,68.22781404
1489,1,1,-143.8411267,68.22781404
1490,1,1,-143.8411267,68.22781404
1491,-1,-1,-143.8411267,68.22781404
1492,1,1,-143.8411267,68.22781404
1493,1,1,-143.8411267,68.22781404
1494,-1,-1,-143.8411267,68.22781404
1495,-1,1,-143.8411267,68.22781404
1496,1,1,-143.8411267,68.22781404
1497,-1,-1,-143.8411267,68.22781404
1498,1,1,-143.8411267,68.22781404
1499,-1,-1,-143.8411267,68.22781404
1500,-1,1,-143.8411267,68.22781404
1501,-1,-1,-143.8411267,68.22781404
1502,-1,-1,-143.8411267,68.22781404
1503,-1,-1,-143.8411267,68.22781404
1504,-1,-1,115.2386629,-8.417644072
1505,1,1,115.2386629,-8.417644072
1506,1,1,115.2386629,-8.417644072
1507,-1,1,115.2386629,-8.417644072
1508,-1,-1,115.2386629,-8.417644072
1509,1,1,115.2386629,-8.417644072
1510,-1,-1,115.2386629,-8.417644072
1511,1,1,115.2386629,-8.417644072
1512,-1,1,115.2386629,-8.417644072
1513,-1,-1,115.2386629,-8.417644072
1514,1,1,115.2386629,-8.417644072
1515,1,1,115.2386629,-8.417644072
1516,-1,-1,115.2386629,-8.417644072
1517,1,1,115.2386629,-8.417644072
1518,-1,1,115.2386629,-8.417644072
1519,-1,1,115.2386629,-8.417644072
1520,-1,-1,6.936856666,51.98373703
1521,1,1,6.936856666,51.98373703
1522,-1,-1,6.936856666,51.98373703
1523,-1,-1,6.936856666,51.98373703
1524,-1,-1,6.936856666,51.98373703
1525,-1,1,6.936856666,51.98373703
1526,-1,1,6.936856666,51.98373703
1527,-1,-1,6.936856666,51.98373703
1528,-1,-1,6.936856666,51.98373703
1529,1,1,6.936856666,51.98373703
1530,1,1,6.936856666,51.98373703
1531,1,1,6.936856666,51.98373703
1532,1,1,6.936856666,51.98373703
1533,-1,-1,6.936856666,51.98373703
1534,-1,-1,6.936856666,51.98373703
1535,-1,-1,6.936856666,51.98373703
1536,-1,1,118.2234933,48.53227106
1537,-1,-1,118.2234933,48.53227106
1538,1,1,118.2234933,48.53227106
1539,-1,1,118.2234933,48.53227106
1540,1,1,118.2234933,48.53227106
1541,-1,-1,118.2234933,48.53227106
1542,-1,1,118.2234933,48.53227106
1543,1,1,118.2234933,48.53227106
1544,-1,1,118.2234933,48.53227106
1545,1,1,118.2234933,48.53227106
1546,1,1,118.2234933,48.53227106
1547,-1,1,118.2234933,48.53227106
1548,-1,-1,118.2234933,48.53227106
1549,-1,-1,118.2234933,48.53227106
1550,-1,1,118.2234933,48.53227106
1551,1,1,118.2234933,48.53227106
1552,1,1,-1.308041234,39.19577129
1553,1,1,-1.308041234,39.19577129
1554,-1,-1,-1.308041234,39.19577129
1555,-1,-1,-1.308041234,39.19577129
1556,-1,-1,-1.308041234,39.19577129
1557,1,1,-1.308041234,39.19577129
1558,-1,-1,-1.308041234,39.19577129
1559,-1,-1,-1.308041234,39.19577129
1560,1,1,-1.308041234,39.19577129
1561,1,1,-1.308041234,39.19577129
1562,1,1,-1.308041234,39.19577129
1563,1,1,-1.308041234,39.19577129
1564,-1,1,-1.308041234,39.19577129
1565,-1,-1,-1.308041234,39.19577129
1566,-1,-1,-1.308041234,39.19577129
1567,-1,-1,-1.308041234,39.19577129
1568,-1,-1,159.8212847,66.44950703
1569,1,1,159.8212847,66.44950703
1570,-1,-1,159.8212847,66.44950703
1571,-1,-1,159.8212847,66.44950703
1572,1,1,159.8212847,66.44950703
1573,-1,1,159.8212847,66.44950703
1574,1,1,159.8212847,66.44950703
1575,-1,-1,159.8212847,66.44950703
1576,-1,-1,159.8212847,66.44950703
1577,-1,-1,159.8212847,66.44950703
1578,1,1,159.8212847,66.44950703
1579,-1,1,159.8212847,66.44950703
1580,1,1,159.8212847,66.44950703
1581,-1,-1,159.8212847,66.44950703
1582,-1,-1,159.8212847,66.44950703
1583,1,1,159.8212847,66.44950703
1584,-1,-1,95.2331889,70.96204388
1585,-1,-1,95.2331889,70.96204388
1586,1,1,95.2331889,70.96204388
1587,1,1,95.2331889,70.96204388
1588,1,1,95.2331889,70.96204388
1589,-1,-1,95.2331889,70.96204388
1590,1,1,95.2331889,70.96204388
1591,1,1,95.2331889,70.96204388
1592,1,1,95.2331889,70.96204388
1593,-1,-1,95.2331889,70.96204388
1594,-1,-1,95.2331889,70.96204388
1595,-1,-1,95.2331889,70.96204388
1596,-1,-1,95.2331889,70.96204388
1597,1,1,95.2331889,70.96204388
1598,1,1,95.2331889,70.96204388
1599,-1,1,95.2331889,70.96204388
1600,-1,1,60.76142315,54.93875352
1601,1,1,60.76142315,54.93875352
1602,1,1,60.76142315,54.93875352
1603,-1,-1,60.76142315,54.93875352
1604,-1,-1,60.76142315,54.93875352
1605,-1,-1,60.76142315,54.93875352
1606,-1,-1,60.76142315,54.93875352
1607,-1,-1,60.76142315,54.93875352
1608,1,1,60.76142315,54.93875352
1609,1,1,60.76142315,54.93875352
1610,-1,-1,60.76142315,54.93875352
1611,1,1,60.76142315,54.93875352
1612,-1,-1,60.76142315,54.93875352
1613,1,1,60.76142315,54.93875352
1614,-1,1,60.76142315,54.93875352
1615,-1,-1,60.76142315,54.93875352
1616,-1,-1,132.4172099,47.86688056
1617,-1,-1,132.4172099,47.86688056
1618,1,1,132.4172099,47.86688056
1619,-1,1,132.4172099,47.86688056
1620,1,1,132.4172099,47.86688056
1621,-1,1,132.4172099,47.86688056
1622,1,1,132.4172099,47.86688056
1623,-1,-1,132.4172099,47.86688056
1624,-1,1,132.4172099,47.86688056
1625,1,1,132.4172099,47.86688056
1626,1,1,132.4172099,47.86688056
1627,-1,-1,132.4172099,47.86688056
1628,1,1,132.4172099,47.86688056
1629,1,1,132.4172099,47.86688056
1630,1,1,132.4172099,47.86688056
1631,1,1,132.4172099,47.86688056
1632,1,1,120.2704146,36.80646484
1633,-1,1,120.2704146,36.80646484
1634,1,1,120.2704146,36.80646484
1635,1,1,120.2704146,36.80646484
1636,1,1,120.2704146,36.80646484
1637,1,1,120.2704146,36.80646484
1638,1,1,120.2704146,36.80646484
1639,1,1,120.2704146,36.80646484
1640,1,1,120.2704146,36.80646484
1641,-1,-1,120.2704146,36.80646484
1642,-1,-1,120.2704146,36.80646484
1643,-1,1,120.2704146,36.80646484
1644,1,1,120.2704146,36.80646484
1645,-1,-1,120.2704146,36.80646484
1646,1,1,120.2704146,36.80646484
1647,-1,-1,120.2704146,36.80646484
1648,-1,-1,81.82363475,28.31793837
1649,-1,1,81.82363475,28.31793837
1650,-1,-1,81.82363475,28.31793837
1651,1,1,81.82363475,28.31793837
1652,-1,-1,81.82363475,28.31793837
1653,-1,-1,81.82363475,28.31793837
1654,1,1,81.82363475,28.31793837
1655,-1,1,81.82363475,28.31793837
1656,-1,-1,81.82363475,28.31793837
1657,1,1,81.82363475,28.31793837
1658,-1,-1,81.82363475,28.31793837
1659,-1,-1,81.82363475,28.31793837
1660,1,1,81.82363475,28.31793837
1661,1,1,81.82363475,28.31793837
1662,-1,-1,81.82363475,28.31793837
1663,-1,1,81.82363475,28.31793837
1664,-1,1,141.5821911,72.66134374
1665,1,1,141.5821911,72.66134374
1666,-1,-1,141.5821911,72.66134374
1667,1,1,141.5821911,72.66134374
1668,1,1,141.5821911,72.66134374
1669,1,1,141.5821911,72.66134374
1670,-1,1,141.5821911,72.66134374
1671,1,1,141.5821911,72.66134374
1672,-1,1,141.5821911,72.66134374
1673,-1,-1,141.5821911,72.66134374
1674,1,1,141.5821911,72.66134374
1675,-1,-1,141.5821911,72.66134374
1676,-1,-1,141.5821911,72.66134374
1677,-1,-1,141.5821911,72.66134374
1678,-1,-1,141.5821911,72.66134374
1679,-1,1,141.5821911,72.66134374
1680,-1,-1,64.32867496,39.76982946
1681,-1,-1,64.32867496,39.76982946
1682,1,1,64.32867496,39.76982946
1683,-1,-1,64.32867496,39.76982946
1684,1,1,64.32867496,39.76982946
1685,1,1,64.32867496,39.76982946
1686,1,1,64.32867496,39.76982946
1687,-1,1,64.32867496,39.76982946
1688,-1,1,64.32867496,39.76982946
1689,1,1,64.32867496,39.76982946
1690,1,1,64.32867496,39.76982946
1691,-1,-1,64.32867496,39.76982946
1692,-1,-1,64.32867496,39.76982946
1693,1,1,64.32867496,39.76982946
1694,-1,1,64.32867496,39.76982946
1695,-1,-1,64.32867496,39.76982946
1696,1,1,-70.29329317,-8.14515928
1697,1,1,-70.29329317,-8.14515928
1698,-1,-1,-70.29329317,-8.14515928
1699,1,1,-70.29329317,-8.14515928
1700,-1,-1,-70.29329317,-8.14515928
1701,-1,-1,-70.29329317,-8.14515928
1702,-1,-1,-70.29329317,-8.14515928
1703,-1,-1,-70.29329317,-8.14515928
1704,-1,-1,-70.29329317,-8.14515928
1705,-1,-1,-70.29329317,-8.14515928
1706,-1,1,-70.29329317,-8.14515928
1707,1,1,-70.29329317,-8.14515928
1708,1,1,-70.29329317,-8.14515928
1709,-1,1,-70.29329317,-8.14515928
1710,-1,1,-70.29329317,-8.14515928
1711,-1,-1,-70.29329317,-8.14515928
1712,-1,-1,116.1549822,-34.23725465
1713,1,1,116.1549822,-34.23725465
1714,1,1,116.1549822,-34.23725465
1715,1,1,116.1549822,-34.23725465
1716,1,1,116.1549822,-34.23725465
1717,1,1,116.1549822,-34.23725465
1718,-1,1,116.1549822,-34.23725465
1719,1,1,116.1549822,-34.23725465
1720,1,1,116.1549822,-34.23725465
1721,1,1,116.1549822,-34.23725465
1722,1,1,116.1549822,-34.23725465
1723,-1,1,116.1549822,-34.23725465
1724,1,1,116.1549822,-34.23725465
1725,-1,1,116.1549822,-34.23725465
1726,-1,-1,116.1549822,-34.23725465
1727,1,1,116.1549822,-34.23725465
1728,1,1,70.35982095,21.40869208
1729,1,1,70.35982095,21.40869208
1730,-1,-1,70.35982095,21.40869208
1731,-1,-1,70.35982095,21.40869208
1732,-1,-1,70.35982095,21.40869208
1733,1,1,70.35982095,21.40869208
1734,-1,-1,70.35982095,21.40869208
1735,-1,-1,70.35982095,21.40869208
1736,1,1,70.35982095,21.40869208
1737,-1,-1,70.35982095,21.40869208
1738,-1,1,70.35982095,21.40869208
1739,1,1,70.35982095,21.40869208
1740,1,1,70.35982095,21.40869208
1741,1,1,70.35982095,21.40869208
1742,1,1,70.35982095,21.40869208
1743,-1,1,70.35982095,21.40869208
1744,1,1,90.53755001,23.69505168
1745,1,1,90.53755001,23.69505168
1746,-1,-1,90.53755001,23.69505168
1747,-1,-1,90.53755001,23.69505168
1748,-1,-1,90.53755001,23.69505168
1749,-1,-1,90.53755001,23.69505168
1750,1,1,90.53755001,23.69505168
1751,1,1,90.53755001,23.69505168
1752,1,1,90.53755001,23.69505168
1753,-1,-1,90.53755001,23.69505168
1754,-1,-1,90.53755001,23.69505168
1755,-1,1,90.53755001,23.69505168
1756,1,1,90.53755001,23.69505168
1757,-1,-1,90.53755001,23.69505168
1758,1,1,90.53755001,23.69505168
1759,1,1,90.53755001,23.69505168
1760,1,1,109.8644848,18.40764832
1761,1,1,109.8644848,18.40764832
1762,-1,1,109.8644848,18.40764832
1763,1,1,109.8644848,18.40764832
1764,-1,-1,109.8644848,18.40764832
1765,1,1,109.8644848,18.40764832
1766,1,1,109.8644848,18.40764832
1767,1,1,109.8644848,18.40764832
1768,-1,-1,109.8644848,18.40764832
1769,-1,1,109.8644848,18.40764832
1770,-1,1,109.8644848,18.40764832
1771,1,1,109.8644848,18.40764832
1772,-1,-1,109.8644848,18.40764832
1773,-1,1,109.8644848,18.40764832
1774,-1,-1,109.8644848,18.40764832
1775,-1,-1,109.8644848,18.40764832
1776,1,1,-114.3492782,67.78284681
1777,-1,1,-114.3492782,67.78284681
1778,-1,1,-114.3492782,67.78284681
1779,1,1,-114.3492782,67.78284681
1780,-1,-1,-114.3492782,67.78284681
1781,-1,-1,-114.3492782,67.78284681
1782,-1,-1,-114.3492782,67.78284681
1783,1,1,-114.3492782,67.78284681
1784,-1,-1,-114.3492782,67.78284681
1785,1,1,-114.3492782,67.78284681
1786,1,1,-114.3492782,67.78284681
1787,1,1,-114.3492782,67.78284681
1788,-1,-1,-114.3492782,67.78284681
1789,1,1,-114.3492782,67.78284681
1790,-1,-1,-114.3492782,67.78284681
1791,-1,1,-114.3492782,67.78284681
1792,1,1,-1.334231671,53.75946026
1793,1,1,-1.334231671,53.75946026
1794,-1,1,-1.334231671,53.75946026
1795,-1,-1,-1.334231671,53.75946026
1796,-1,-1,-1.334231671,53.75946026
1797,1,1,-1.334231671,53.75946026
1798,1,1,-1.334231671,53.75946026
1799,-1,1,-1.334231671,53.75946026
1800,1,1,-1.334231671,53.75946026
1801,1,1,-1.334231671,53.75946026
1802,1,1,-1.334231671,53.75946026
1803,1,1,-1.334231671,53.75946026
1804,-1,-1,-1.334231671,53.75946026
1805,1,1,-1.334231671,53.75946026
1806,-1,-1,-1.334231671,53.75946026
1807,-1,1,-1.334231671,53.75946026
1808,1,1,-79.36740554,43.65738756
1809,1,1,-79.36740554,43.65738756
1810,-1,-1,-79.36740554,43.65738756
1811,1,1,-79.36740554,43.65738756
1812,-1,-1,-79.36740554,43.65738756
1813,-1,-1,-79.36740554,43.65738756
1814,-1,1,-79.36740554,43.65738756
1815,1,1,-79.36740554,43.65738756
1816,1,1,-79.36740554,43.65738756
1817,1,1,-79.36740554,43.65738756
1818,-1,-1,-79.36740554,43.65738756
1819,1,1,-79.36740554,43.65738756
1820,1,1,-79.36740554,43.65738756
1821,-1,-1,-79.36740554,43.65738756
1822,-1,-1,-79.36740554,43.65738756
1823,1,1,-79.36740554,43.65738756
1824,-1,-1,12.29428002,45.89978104
1825,1,1,12.29428002,45.89978104
1826,1,1,12.29428002,45.89978104
1827,1,1,12.29428002,45.89978104
1828,-1,-1,12.29428002,45.89978104
1829,-1,-1,12.29428002,45.89978104
1830,1,1,12.29428002,45.89978104
1831,1,1,12.29428002,45.89978104
1832,1,1,12.29428002,45.89978104
1833,1,1,12.29428002,45.89978104
1834,1,1,12.29428002,45.89978104
1835,-1,1,12.29428002,45.89978104
1836,-1,-1,12.29428002,45.89978104
1837,1,1,12.29428002,45.89978104
1838,-1,-1,12.29428002,45.89978104
1839,1,1,12.29428002,45.89978104
1840,1,1,24.92889297,45.26350883
1841,1,1,24.92889297,45.26350883
1842,1,1,24.92889297,45.26350883
1843,-1,1,24.92889297,45.26350883
1844,-1,-1,24.92889297,45.26350883
1845,1,1,24.92889297,45.26350883
1846,-1,-1,24.92889297,45.26350883
1847,-1,1,24.92889297,45.26350883
1848,1,1,24.92889297,45.26350883
1849,-1,1,24.92889297,45.26350883
1850,1,1,24.92889297,45.26350883
1851,-1,-1,24.92889297,45.26350883
1852,1,1,24.92889297,45.26350883
1853,1,1,24.92889297,45.26350883
1854,-1,-1,24.92889297,45.26350883
1855,1,1,24.92889297,45.26350883
1856,-1,1,107.175948,31.61483153
1857,1,1,107.175948,31.61483153
1858,1,1,107.175948,31.61483153
1859,-1,-1,107.175948,31.61483153
1860,1,1,107.175948,31.61483153
1861,1,1,107.175948,31.61483153
1862,-1,-1,107.175948,31.61483153
1863,-1,1,107.175948,31.61483153
1864,-1,-1,107.175948,31.61483153
1865,1,1,107.175948,31.61483153
1866,-1,-1,107.175948,31.61483153
1867,-1,-1,107.175948,31.61483153
1868,-1,-1,107.175948,31.61483153
1869,-1,-1,107.175948,31.61483153
1870,-1,-1,107.175948,31.61483153
1871,1,1,107.175948,31.61483153
1872,1,1,49.39298426,38.40871274
1873,-1,1,49.39298426,38.40871274
1874,1,1,49.39298426,38.40871274
1875,1,1,49.39298426,38.40871274
1876,-1,-1,49.39298426,38.40871274
1877,1,1,49.39298426,38.40871274
1878,1,1,49.39298426,38.40871274
1879,1,1,49.39298426,38.40871274
1880,-1,-1,49.39298426,38.40871274
1881,-1,1,49.39298426,38.40871274
1882,1,1,49.39298426,38.40871274
1883,-1,1,49.39298426,38.40871274
1884,-1,-1,49.39298426,38.40871274
1885,-1,-1,49.39298426,38.40871274
1886,-1,-1,49.39298426,38.40871274
1887,1,1,49.39298426,38.40871274
1888,1,1,54.19224826,27.51207941
1889,-1,1,54.19224826,27.51207941
1890,1,1,54.19224826,27.51207941
1891,1,1,54.19224826,27.51207941
1892,1,1,54.19224826,27.51207941
1893,1,1,54.19224826,27.51207941
1894,-1,1,54.19224826,27.51207941
1895,1,1,54.19224826,27.51207941
1896,-1,1,54.19224826,27.51207941
1897,-1,1,54.19224826,27.51207941
1898,-1,-1,54.19224826,27.51207941
1899,1,1,54.19224826,27.51207941
1900,-1,-1,54.19224826,27.51207941
1901,1,1,54.19224826,27.51207941
1902,-1,-1,54.19224826,27.51207941
1903,-1,-1,54.19224826,27.51207941
1904,1,1,46.31872405,40.58182034
1905,-1,-1,46.31872405,40.58182034
1906,-1,-1,46.31872405,40.58182034
1907,-1,1,46.31872405,40.58182034
1908,1,1,46.31872405,40.58182034
1909,1,1,46.31872405,40.58182034
1910,1,1,46.31872405,40.58182034
1911,1,1,46.31872405,40.58182034
1912,-1,1,46.31872405,40.58182034
1913,-1,-1,46.31872405,40.58182034
1914,1,1,46.31872405,40.58182034
1915,1,1,46.31872405,40.58182034
1916,-1,1,46.31872405,40.58182034
1917,-1,1,46.31872405,40.58182034
1918,-1,-1,46.31872405,40.58182034
1919,1,1,46.31872405,40.58182034
1920,-1,1,43.78308643,41.41966803
1921,-1,-1,43.78308643,41.41966803
1922,1,1,43.78308643,41.41966803
1923,-1,1,43.78308643,41.41966803
1924,-1,1,43.78308643,41.41966803
1925,-1,-1,43.78308643,41.41966803
1926,1,1,43.78308643,41.41966803
1927,-1,-1,43.78308643,41.41966803
1928,1,1,43.78308643,41.41966803
1929,-1,-1,43.78308643,41.41966803
1930,-1,1,43.78308643,41.41966803
1931,1,1,43.78308643,41.41966803
1932,-1,-1,43.78308643,41.41966803
1933,1,1,43.78308643,41.41966803
1934,1,1,43.78308643,41.41966803
1935,-1,1,43.78308643,41.41966803
1936,-1,-1,-90.40095897,38.74574857
1937,-1,-1,-90.40095897,38.74574857
1938,1,1,-90.40095897,38.74574857
1939,-1,-1,-90.40095897,38.74574857
1940,-1,-1,-90.40095897,38.74574857
1941,1,1,-90.40095897,38.74574857
1942,1,1,-90.40095897,38.74574857
1943,-1,-1,-90.40095897,38.74574857
1944,-1,-1,-90.40095897,38.74574857
1945,1,1,-90.40095897,38.74574857
1946,-1,1,-90.40095897,38.74574857
1947,-1,-1,-90.40095897,38.74574857
1948,-1,-1,-90.40095897,38.74574857
1949,-1,1,-90.40095897,38.74574857
1950,-1,-1,-90.40095897,38.74574857
1951,-1,1,-90.40095897,38.74574857
1952,1,1,-70.55762532,-7.200564133
1953,1,1,-70.55762532,-7.200564133
1954,-1,-1,-70.55762532,-7.200564133
1955,1,1,-70.55762532,-7.200564133
1956,-1,1,-70.55762532,-7.200564133
1957,1,1,-70.55762532,-7.200564133
1958,1,1,-70.55762532,-7.200564133
1959,1,1,-70.55762532,-7.200564133
1960,1,1,-70.55762532,-7.200564133
1961,1,1,-70.55762532,-7.200564133
1962,1,1,-70.55762532,-7.200564133
1963,-1,-1,-70.55762532,-7.200564133
1964,1,1,-70.55762532,-7.200564133
1965,-1,1,-70.55762532,-7.200564133
1966,-1,-1,-70.55762532,-7.200564133
1967,-1,1,-70.55762532,-7.200564133
1968,-1,-1,59.49297891,58.75628335
1969,-1,-1,59.49297891,58.75628335
1970,-1,-1,59.49297891,58.75628335
1971,-1,-1,59.49297891,58.75628335
1972,-1,-1,59.49297891,58.75628335
1973,-1,-1,59.49297891,58.75628335
1974,-1,-1,59.49297891,58.75628335
1975,1,1,59.49297891,58.75628335
1976,1,1,59.49297891,58.75628335
1977,-1,-1,59.49297891,58.75628335
1978,1,1,59.49297891,58.75628335
1979,-1,-1,59.49297891,58.75628335
1980,-1,-1,59.49297891,58.75628335
1981,-1,-1,59.49297891,58.75628335
1982,-1,-1,59.49297891,58.75628335
1983,1,1,59.49297891,58.75628335
1984,1,1,-87.2510005,41.51107707
1985,1,1,-87.2510005,41.51107707
1986,-1,-1,-87.2510005,41.51107707
1987,-1,1,-87.2510005,41.51107707
1988,1,1,-87.2510005,41.51107707
1989,1,1,-87.2510005,41.51107707
1990,1,1,-87.2510005,41.51107707
1991,-1,-1,-87.2510005,41.51107707
1992,1,1,-87.2510005,41.51107707
1993,1,1,-87.2510005,41.51107707
1994,-1,-1,-87.2510005,41.51107707
1995,-1,-1,-87.2510005,41.51107707
1996,1,1,-87.2510005,41.51107707
1997,-1,-1,-87.2510005,41.51107707
1998,-1,1,-87.2510005,41.51107707
1999,-1,1,-87.2510005,41.51107707
2000,1,1,127.2260682,37.76133715
2001,-1,-1,127.2260682,37.76133715
2002,-1,-1,127.2260682,37.76133715
2003,1,1,127.2260682,37.76133715
2004,-1,-1,127.2260682,37.76133715
2005,-1,1,127.2260682,37.76133715
2006,1,1,127.2260682,37.76133715
2007,-1,-1,127.2260682,37.76133715
2008,-1,1,127.2260682,37.76133715
2009,-1,-1,127.2260682,37.76133715
2010,1,1,127.2260682,37.76133715
2011,-1,-1,127.2260682,37.76133715
2012,-1,-1,127.2260682,37.76133715
2013,-1,-1,127.2260682,37.76133715
2014,1,1,127.2260682,37.76133715
2015,-1,1,127.2260682,37.76133715
2016,-1,-1,152.9162952,-31.4454417
2017,-1,1,152.9162952,-31.4454417
2018,-1,1,152.9162952,-31.4454417
2019,1,1,152.9162952,-31.4454417
2020,-1,-1,152.9162952,-31.4454417
2021,1,1,152.9162952,-31.4454417
2022,1,1,152.9162952,-31.4454417
2023,1,1,152.9162952,-31.4454417
2024,-1,1,152.9162952,-31.4454417
2025,1,1,152.9162952,-31.4454417
2026,-1,1,152.9162952,-31.4454417
2027,-1,-1,152.9162952,-31.4454417
2028,-1,-1,152.9162952,-31.4454417
2029,1,1,152.9162952,-31.4454417
2030,-1,-1,152.9162952,-31.4454417
2031,-1,-1,152.9162952,-31.4454417
2032,-1,-1,141.9357124,-15.25487557
2033,-1,-1,141.9357124,-15.25487557
2034,1,1,141.9357124,-15.25487557
2035,1,1,141.9357124,-15.25487557
2036,-1,-1,141.9357124,-15.25487557
2037,1,1,141.9357124,-15.25487557
2038,1,1,141.9357124,-15.25487557
2039,1,1,141.9357124,-15.25487557
2040,1,1,141.9357124,-15.25487557
2041,-1,-1,141.9357124,-15.25487557
2042,-1,-1,141.9357124,-15.25487557
2043,1,1,141.9357124,-15.25487557
2044,1,1,141.9357124,-15.25487557
2045,-1,-1,141.9357124,-15.25487557
2046,-1,-1,141.9357124,-15.25487557
2047,-1,-1,141.9357124,-15.25487557
2048,-1,-1,-27.61911688,72.83519036
2049,-1,1,-27.61911688,72.83519036
2050,1,1,-27.61911688,72.83519036
2051,1,1,-27.61911688,72.83519036
2052,1,1,-27.61911688,72.83519036
2053,-1,1,-27.61911688,72.83519036
2054,1,1,-27.61911688,72.83519036
2055,-1,-1,-27.61911688,72.83519036
2056,-1,1,-27.61911688,72.83519036
2057,-1,-1,-27.61911688,72.83519036
2058,-1,-1,-27.61911688,72.83519036
2059,1,1,-27.61911688,72.83519036
2060,1,1,-27.61911688,72.83519036
2061,1,1,-27.61911688,72.83519036
2062,-1,-1,-27.61911688,72.83519036
2063,1,1,-27.61911688,72.83519036
2064,1,1,-60.06708161,-14.03131634
2065,-1,-1,-60.06708161,-14.03131634
2066,-1,-1,-60.06708161,-14.03131634
2067,-1,-1,-60.06708161,-14.03131634
2068,1,1,-60.06708161,-14.03131634
2069,-1,1,-60.06708161,-14.03131634
2070,-1,-1,-60.06708161,-14.03131634
2071,1,1,-60.06708161,-14.03131634
2072,-1,-1,-60.06708161,-14.03131634
2073,-1,-1,-60.06708161,-14.03131634
2074,1,1,-60.06708161,-14.03131634
2075,-1,-1,-60.06708161,-14.03131634
2076,-1,1,-60.06708161,-14.03131634
2077,-1,1,-60.06708161,-14.03131634
2078,1,1,-60.06708161,-14.03131634
2079,-1,-1,-60.06708161,-14.03131634
2080,1,1,155.4395796,-6.359956618
2081,-1,1,155.4395796,-6.359956618
2082,-1,-1,155.4395796,-6.359956618
2083,1,1,155.4395796,-6.359956618
2084,1,1,155.4395796,-6.359956618
2085,-1,-1,155.4395796,-6.359956618
2086,1,1,155.4395796,-6.359956618
2087,-1,-1,155.4395796,-6.359956618
2088,-1,-1,155.4395796,-6.359956618
2089,-1,-1,155.4395796,-6.359956618
2090,-1,-1,155.4395796,-6.359956618
2091,-1,-1,155.4395796,-6.359956618
2092,1,1,155.4395796,-6.359956618
2093,1,1,155.4395796,-6.359956618
2094,-1,1,155.4395796,-6.359956618
2095,-1,-1,155.4395796,-6.359956618
2096,-1,-1,9.632103055,55.54593372
2097,1,1,9.632103055,55.54593372
2098,-1,-1,9.632103055,55.54593372
2099,-1,1,9.632103055,55.54593372
2100,1,1,9.632103055,55.54593372
2101,1,1,9.632103055,55.54593372
2102,-1,-1,9.632103055,55.54593372
2103,1,1,9.632103055,55.54593372
2104,1,1,9.632103055,55.54593372
2105,1,1,9.632103055,55.54593372
2106,-1,-1,9.632103055,55.54593372
2107,1,1,9.632103055,55.54593372
2108,-1,1,9.632103055,55.54593372
2109,-1,-1,9.632103055,55.54593372
2110,-1,-1,9.632103055,55.54593372
2111,-1,-1,9.632103055,55.54593372
2112,1,1,130.745977,47.01943873
2113,-1,-1,130.745977,47.01943873
2114,-1,-1,130.745977,47.01943873
2115,-1,1,130.745977,47.01943873
2116,1,1,130.745977,47.01943873
2117,-1,1,130.745977,47.01943873
2118,-1,-1,130.745977,47.01943873
2119,1,1,130.745977,47.01943873
2120,1,1,130.745977,47.01943873
2121,-1,-1,130.745977,47.01943873
2122,-1,-1,130.745977,47.01943873
2123,-1,1,130.745977,47.01943873
2124,-1,-1,130.745977,47.01943873
2125,1,1,130.745977,47.01943873
2126,-1,-1,130.745977,47.01943873
2127,-1,-1,130.745977,47.01943873
2128,1,1,-74.59873933,39.26622995
2129,-1,-1,-74.59873933,39.26622995
2130,-1,1,-74.59873933,39.26622995
2131,-1,-1,-74.59873933,39.26622995
2132,-1,-1,-74.59873933,39.26622995
2133,-1,-1,-74.59873933,39.26622995
2134,1,1,-74.59873933,39.26622995
2135,1,1,-74.59873933,39.26622995
2136,-1,1,-74.59873933,39.26622995
2137,-1,-1,-74.59873933,39.26622995
2138,-1,-1,-74.59873933,39.26622995
2139,-1,-1,-74.59873933,39.26622995
2140,-1,-1,-74.59873933,39.26622995
2141,-1,1,-74.59873933,39.26622995
2142,-1,-1,-74.59873933,39.26622995
2143,-1,-1,-74.59873933,39.26622995
2144,1,1,-59.64994466,-14.85313594
2145,1,1,-59.64994466,-14.85313594
2146,-1,-1,-59.64994466,-14.85313594
2147,1,1,-59.64994466,-14.85313594
2148,-1,-1,-59.64994466,-14.85313594
2149,-1,-1,-59.64994466,-14.85313594
2150,1,1,-59.64994466,-14.85313594
2151,-1,1,-59.64994466,-14.85313594
2152,1,1,-59.64994466,-14.85313594
2153,-1,-1,-59.64994466,-14.85313594
2154,-1,1,-59.64994466,-14.85313594
2155,-1,1,-59.64994466,-14.85313594
2156,-1,-1,-59.64994466,-14.85313594
2157,-1,-1,-59.64994466,-14.85313594
2158,-1,1,-59.64994466,-14.85313594
2159,-1,1,-59.64994466,-14.85313594
2160,1,1,107.5804765,-6.446820062
2161,-1,-1,107.5804765,-6.446820062
2162,-1,1,107.5804765,-6.446820062
2163,1,1,107.5804765,-6.446820062
2164,-1,-1,107.5804765,-6.446820062
2165,1,1,107.5804765,-6.446820062
2166,-1,1,107.5804765,-6.446820062
2167,1,1,107.5804765,-6.446820062
2168,-1,-1,107.5804765,-6.446820062
