idx,lat,long,pnp_ssi,rp_ssi,weight,lon1,lat1,hit@1
0,0.7161462604148904,-1.4219633687320268,17.671656291636246,17.671656291636246,17.0,-81.47249965054999,41.03215823585,-1
1,0.6696981977440204,1.9901162139519308,3.388002604284744,3.388002604284744,10.0,114.0252598,38.37088027825,-1
2,-0.3714018495889597,-0.8408452159883745,18.527077921212424,18.527077921212424,10.0,-48.17688209989999,-21.2797584848,-1
3,0.7601601387516743,0.0659777054742201,30.32809390729384,17.661986124850426,44.0,3.78024406563,43.55396770455,-1
4,0.7390818334373318,-0.0643143895967698,36.71005269724834,22.586013698092856,39.0,-3.684943085855,42.34626977075,-1
5,0.6747909126134882,-1.5823076424756646,11.14811426670428,11.148114266704278,19.0,-90.65954980515076,38.662671346534026,-1
6,0.6861282771886399,-0.0055679189160893,36.772350445865065,22.97404729051112,41.0,-0.3190182545629747,39.312254487491344,-1
7,0.8863615393626738,-0.0281004310209686,44.77812459359235,26.358679184206977,41.0,-1.6100361,50.7847753282,-1
8,0.6106958990623204,-1.6054434358549,5.939919996198148,5.939919996198146,20.0,-91.98513312146768,34.99029758221828,-1
9,0.9934590970475102,0.4194978723434942,13.562631853276612,7.910673131256102,50.0,24.0354576,56.92101337969999,-1
10,-0.1193378004402363,0.685606699274083,,,,39.2823702743,-6.837552301599999,-1
11,0.6055981814694986,2.3532562702845143,6.049464587709313,6.049464587709313,8.0,134.8316524,34.69821987900001,-1
12,-0.5828447725678475,-1.2325328889866245,18.22301378996708,18.22301378996708,10.0,-70.61893265,-33.3945455794,-1
13,0.7364162335921438,0.430644188707934,19.77827816782322,10.633063168475738,49.0,24.6740944848,42.19354214975,-1
14,0.7267628197342573,-0.0151367204944297,40.45972970722871,23.244904376184724,41.0,-0.8672702,41.6404422778,-1
15,0.8652955976684098,0.0326844402822447,37.77769490609234,21.16109837274148,41.0,1.87268048392,49.57778577764999,-1
16,1.0693841170825278,1.2809851822379772,2.2530798536829995,4.24969746711653,12.0,73.39504456103272,61.27119658715272,-1
17,0.7608780510062867,0.0686246462481975,32.747623940081006,19.56561384969766,44.0,3.9319026006,43.5951010468,-1
18,0.7958660818743579,-1.2858778660056736,20.831435068212244,20.831435068212244,14.0,-73.67537469141388,45.59976754901393,-1
19,0.637967007154583,0.0502760591527037,39.6699529528327,22.09355242064841,43.0,2.880606,36.55281697855,-1
20,0.8435550772481303,0.285051443755484,19.642151629205262,11.887012780642142,47.0,16.3322446713,48.332145713150005,-1
21,-0.0356338514065216,0.5989147202223647,,,,34.315285757,-2.04166929339,-1
22,0.5765340206134587,-1.6905511181021446,5.559276483250423,5.559276483250421,20.0,-96.86144411837527,33.03296612685959,-1
23,0.7869791688296078,0.2053650012443474,18.636170615153016,9.40498771710062,47.0,11.766547831000004,45.09058493865,-1
24,1.0231622386822516,0.8665381116660377,7.356597072727827,5.1529749997382925,29.0,49.648976585700005,58.62287803365,-1
25,0.524246890856011,0.5455823939645772,15.638062741389112,16.18721819905217,36.0,31.25956855081403,30.037134268904936,-1
26,0.2115413189811541,-1.2028694449428528,2.61025867474283,2.6102586747428305,6.0,-68.91934250046941,12.120424770250825,-1
27,0.3946957049233698,1.9965304996658744,6.706499501215943,6.706499501215943,8.0,114.3927713,22.61439808405,-1
28,-0.3725229345406251,-0.8158136737633185,23.30927421637437,23.30927421637437,9.0,-46.74268037570077,-21.34399192100605,-1
29,0.7592161979010633,-1.4058399202267309,18.53911564202001,18.53911564202001,15.0,-80.5486941,43.4998838777,-1
30,0.6193146179404362,2.436807272038903,6.543006719766323,6.543006719766323,8.0,139.6187721746166,35.48411379874405,-1
31,0.5839852736755263,0.770453928284904,3.6330461210189617,2.713229979887512,26.0,44.1437584,33.4598914794,-1
32,0.6703590850008446,-0.1515369956683728,42.78832961022423,26.67787249676932,38.0,-8.68243029189,38.40874632880001,1
33,0.5603700054812774,0.4178044387114787,20.992030757066853,11.128538136014162,47.0,23.938431000000005,32.1068362798,-1
34,0.701471417381155,0.3150264645239484,12.772919304025988,7.011518279826575,48.0,18.04968685215,40.191351665,-1
35,-0.7006353385755764,-1.2447326645362424,17.732339783971184,17.732339783971184,9.0,-71.3179283,-40.143447878100005,-1
36,0.9408386102730594,1.5139881289858972,1.8119531067987809,1.811953106798781,8.0,86.7451300238,53.9060815716,-1
37,0.6459432525924456,2.118315956802499,5.494548014929396,5.494548014929396,9.0,121.370564,37.0098221785,-1
38,0.842453380763914,-0.035938743321222,43.45814590041052,26.159235776092267,41.0,-2.05913831331,48.2690231543,-1
39,0.545381990535012,2.124375854284489,7.564394675310393,7.564394675310393,8.0,121.71777055,31.2480862801,-1
40,0.7831621744365032,-1.1089361394104529,31.3672222351889,31.3672222351889,12.0,-63.53736053775001,44.8718872695,-1
41,-0.3902639702125781,-0.8570836674992327,19.29947258937052,19.29947258937052,10.0,-49.1072768373,-22.360478389200004,-1
42,-0.6041252160749362,-1.018893631454565,13.22804734701406,13.22804734701406,10.0,-58.37830485510449,-34.61382517852276,-1
43,0.5902128699467061,0.0500585295701425,32.96894419611809,17.83512864157164,42.0,2.868142473,33.81670646225,-1
44,0.2770701502451028,-1.6945727455864537,3.971089764116936,3.971089764116936,14.0,-97.0918664,15.8749502381,-1
45,0.9006320225875911,0.3661654802114997,15.16046062750064,9.103073787580817,49.0,20.9797366195,51.6024137886,-1
46,0.7661732662137299,0.0838930699087964,34.67974435367779,20.70714514268447,44.0,4.80671883617,43.8984945298,-1
47,0.7182324496327667,0.2909102134650986,22.18683379711904,13.579728758372614,48.0,16.667927448800004,41.1516880733,-1
48,-0.7179614297499416,-1.244421833613767,8.593961577525574,8.593961577525574,7.0,-71.300119,-41.13615977785,-1
